model_id,commit_id,authors,created_at,title,message
1-800-BAD-CODE/punctuation_fullstop_truecase_english,b26fd1c40e88678859048898218ea4edcc24c84a,1-800-BAD-CODE,2023-03-19T21:35:48.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,d720825407920f43cf81a8b0de81069bed40dee9,1-800-BAD-CODE,2023-03-19T21:33:22.0000Z,Create requirements.txt,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,e7e3b60c7db202ee71e645d842b7a37084c6d569,1-800-BAD-CODE,2023-03-19T21:33:09.0000Z,Create pipeline.py,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,044ffe8f3dc2b8d1b45e627a86adef88b0027196,1-800-BAD-CODE,2023-03-19T21:32:36.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,ef324ed1c83e072ff3a86f84b417135f60b94fb0,1-800-BAD-CODE,2023-03-19T18:04:17.0000Z,Delete handler.py,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,9f5460f0174ebd200908747f27a7f5e78be55fd4,1-800-BAD-CODE,2023-03-19T18:03:54.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,e2eaf1c43e64769ae62253694abd9a59e5bdeb95,1-800-BAD-CODE,2023-03-19T18:02:59.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,cc7dda605a7b8325c4dfba522c154c88f2488b47,1-800-BAD-CODE,2023-03-19T18:02:07.0000Z,Update handler.py,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,3dff1e55468c310e49693b9941328c1a751e8358,1-800-BAD-CODE,2023-03-19T18:00:25.0000Z,Create handler.py,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,3c38cd3e45107631d2ac744e5a273d211f914cdb,1-800-BAD-CODE,2023-03-19T17:59:39.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,502a5f100d6249a282a217e02e4cb3a4267e79d6,1-800-BAD-CODE,2023-03-19T17:59:18.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,1c4d82c3e56c0d2fc01fa827e4362eccf38b8951,1-800-BAD-CODE,2023-03-18T20:24:54.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,b7e73b73bf0b352a835d7bec0841146834d7aea4,1-800-BAD-CODE,2023-03-18T20:14:10.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,e74c5af492f0d325301bea2bf0f3667515c01fcd,1-800-BAD-CODE,2023-03-12T01:10:55.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,789002b0957a51957c1aff5b2eb1842a17595627,1-800-BAD-CODE,2023-03-12T01:06:32.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,b7a0492829208bfc0154542cc04026e09ccfb4b8,1-800-BAD-CODE,2023-03-12T01:04:43.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,7af1fcd36146bb63d51d227131df1d0e5cf66287,1-800-BAD-CODE,2023-03-12T00:55:20.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,5ee51b3475a6316a02a3bc1652637d7fd2989629,1-800-BAD-CODE,2023-03-12T00:42:27.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,c64020580cefb43e9b7fe4ffbffed52675e94320,1-800-BAD-CODE,2023-03-12T00:41:23.0000Z,Create config.yaml,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,ce426d6f2067632cf94207dcb078d6f41aa69e9a,1-800-BAD-CODE,2023-03-12T00:39:16.0000Z,Upload 2 files,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,5a1019f74f852562eeb58c7da520c20f25c44b9a,1-800-BAD-CODE,2023-03-12T00:33:31.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,ef74cf62d26d40e40b96417aa0da2ecfb261cf98,1-800-BAD-CODE,2023-03-12T00:31:11.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,500f385c5a3b6935ce5e109b30e716e87fcec5f7,1-800-BAD-CODE,2023-03-12T00:24:37.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,e8d29f270ffbcef57ad03ee125105a9044a92d79,1-800-BAD-CODE,2023-03-12T00:24:17.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,602392caf54262e6243eeba5e439562f427c7974,1-800-BAD-CODE,2023-03-12T00:16:50.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,f8521137780a28a87ac7e65590e522c2d6c08e1a,1-800-BAD-CODE,2023-03-12T00:15:23.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,c7bbf57e6cd0e4d7d73a27cf411b387e9ad5449c,1-800-BAD-CODE,2023-03-12T00:00:00.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,3151c360efa31373924661b65942f3f175e9a44a,1-800-BAD-CODE,2023-03-11T23:56:15.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,b51be783965253f9007a3619bfa749e444bc8dff,1-800-BAD-CODE,2023-03-11T23:44:34.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,5e360b5baaf6f0a0f1810ec2a9d78a99f5328ba6,1-800-BAD-CODE,2023-03-11T23:32:32.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,e7a5edc4de042c091ba3c553723a0e635114ed26,1-800-BAD-CODE,2023-03-11T23:23:20.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,e2feff2461ee6e338f03a5f50ca08f9231c21f07,1-800-BAD-CODE,2023-03-11T23:15:57.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,d55df9fb3a92fb9e1c1d43fe3d5d9ae14aa9a3cb,1-800-BAD-CODE,2023-03-11T22:55:48.0000Z,Update README.md,
1-800-BAD-CODE/punctuation_fullstop_truecase_english,bba32deb76155559099b7cf9d5d55feaafbcfcc4,1-800-BAD-CODE,2023-03-11T22:21:22.0000Z,initial commit,
AdamCodd/vit-base-nsfw-detector,8587de998f441aac03fdd57a85d2e4cb808c7d64,AdamCodd,2024-12-03T14:14:31.0000Z,Add more quantized onnx models for transformers.js,
AdamCodd/vit-base-nsfw-detector,14a51d3f026757b03b4c0497024c9a120a1f6aaa,AdamCodd,2024-07-31T17:46:40.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,dade70373ae85e27d65ed07aae77ba94c6da8a73,AdamCodd,2024-07-19T20:06:15.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,5d804905a065c98adfe1d37d11d2b6b1e268c5cf,AdamCodd,2024-07-19T20:05:44.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,808eea227dd60cc86a3b30b56d4ec57de61d0613,AdamCodd,2024-06-17T17:32:40.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,32127d529b8ee0d5ead133e82b57e86f47cd98d0,AdamCodd,2024-05-13T10:23:40.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,fe9077d9c38965be883e5b9b834eafd9a5ff5190,AdamCodd,2024-04-20T11:31:12.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,fd5a5dba58d1732af31ea42832002b27a2090930,AdamCodd,2024-04-20T11:23:52.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,0170c514b808d487fed9e323422aaa2504deee6b,AdamCodd,2024-04-20T11:21:54.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,b520f1b551046197965c21b054eceba3a0448a0d,AdamCodd,2024-04-20T11:15:49.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,318510720ef2deaba51b9a02915180989fa25a20,AdamCodd,2024-04-20T11:15:04.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,1644df1f827c583d88af98c12f8a8df00df22204,AdamCodd,2024-04-20T11:07:46.0000Z,Update README.md,
AdamCodd/vit-base-nsfw-detector,e661a152c8bd88c8564e535799f35e0b25646dd1,AdamCodd,2024-04-19T21:44:56.0000Z,Upload model_quantized.onnx,
